Player,Season,Team,S/C,GP,GS,W,L,T,OT,SA,Svs,GA,Sv%,GAA,TOI,SO,G,A,P,PIM,Actual GP,Prop GP,25+,True_Adj_GAA,True_Adj_Sv%,GSAA
Corey Hirsch,19981999,VAN,L,20.0,12.0,3.0,8.0,3,0,435,387,48.0,0.89,3.13,919.4,1.0,0.0,0.0,0.0,0.0,15.323333333333332,0.18686991869918698,N,3.390298960276407,0.8901194112987563,-7.888453789158987
Manny Legace,19981999,LAK,L,17.0,14.0,2.0,9.0,2,0,439,400,39.0,0.9109999999999999,2.6,898.6,0.0,0.0,1.0,1.0,0.0,14.976666666666667,0.18264227642276423,N,2.816123765383566,0.9111252229232454,1.4803880150786313
Kevin Hodson,19981999,"DET,TBL",L,9.0,7.0,2.0,3.0,1,0,197,177,20.0,0.898,2.91,412.96666666666664,0.0,0.0,0.0,0.0,0.0,6.882777777777777,0.08393631436314362,N,3.1523261768336925,0.8981252842919216,-1.83454114129729
Michael Rosati,19981999,WSH,L,1.0,0.0,1.0,0.0,0,0,12,12,0.0,1.0,0.0,28.116666666666667,0.0,0.0,0.0,0.0,0.0,0.46861111111111114,0.005714769647696478,N,0.0,1.0001364238309247,1.1065254127128554
Marc Denis,19981999,COL,L,4.0,3.0,1.0,1.0,1,0,110,101,9.0,0.9179999999999999,2.49,216.81666666666666,0.0,0.0,0.0,0.0,0.0,3.613611111111111,0.04406842818428184,N,2.697143844363221,0.9181262947388295,1.143149616534508
Martin Biron,19981999,BUF,L,6.0,3.0,1.0,2.0,1,0,120,110,10.0,0.917,2.14,280.6666666666667,0.0,0.0,0.0,0.0,0.0,4.677777777777778,0.05704607046070461,N,2.3181631045215703,0.9171231616058835,1.0652541271285543
Frederic Chabot,19981999,MTL,R,11.0,4.0,1.0,3.0,0,0,188,172,16.0,0.915,2.23,429.93333333333334,0.0,0.0,0.0,0.0,2.0,7.165555555555556,0.08738482384823848,N,2.415396013124141,0.9151242089604852,1.3355647991680684
Steve Passmore,19981999,EDM,L,6.0,6.0,1.0,4.0,1,0,183,166,17.0,0.907,2.82,361.98333333333335,0.0,0.0,1.0,1.0,2.0,6.033055555555555,0.07357384823848238,N,3.054738334684183,0.907124340380131,-0.12548745612895473
Derek Wilkinson,19981999,TBL,L,5.0,5.0,1.0,3.0,1,0,128,115,13.0,0.898,3.08,252.98333333333332,0.0,0.0,0.0,0.0,0.0,4.216388888888889,0.051419376693766936,N,3.336102620805874,0.8981250535994556,-1.1970622643962088
Jeff Reese,19981999,TOR,L,2.0,1.0,1.0,1.0,0,0,51,43,8.0,0.843,4.51,106.45,0.0,0.0,0.0,0.0,0.0,1.7741666666666667,0.02163617886178862,N,4.885282537613295,0.8431158037206178,-3.2972669959703644
Jim Carey,19981999,STL,L,4.0,3.0,1.0,2.0,0,0,76,63,13.0,0.8290000000000001,3.87,201.5,0.0,0.0,0.0,0.0,0.0,3.3583333333333334,0.04095528455284553,N,4.19194342844568,0.8291127891905091,-5.992005719485249
Sean Gauthier,19981999,SJS,L,1.0,0.0,0.0,0.0,0,0,2,2,0.0,1.0,0.0,3.4833333333333334,0.0,0.0,0.0,0.0,0.0,0.058055555555555555,0.0007079945799457995,N,0.0,1.0001364238309247,0.18442090211880924
Manny Fernandez,19981999,DAL,L,1.0,1.0,0.0,1.0,0,0,29,27,2.0,0.9309999999999999,2.01,59.7,0.0,0.0,0.0,0.0,0.0,0.995,0.012134146341463415,N,2.1772334067381927,0.9311272111776675,0.674103080722734
Zac Bierk,19981999,TBL,L,1.0,1.0,0.0,1.0,0,0,21,19,2.0,0.905,2.04,58.916666666666664,0.0,0.0,0.0,0.0,0.0,0.9819444444444444,0.011974932249322492,N,2.209892209152235,0.9051220785333622,-0.063580527752503
Eric Fichaud,19981999,NSH,L,9.0,7.0,0.0,6.0,0,0,229,205,24.0,0.895,3.22,447.06666666666666,0.0,0.0,0.0,0.0,0.0,7.4511111111111115,0.09086720867208672,N,3.4878607557689913,0.8951232424350316,-2.8838067073963423
Martin Brochu,19981999,WSH,L,2.0,2.0,0.0,2.0,0,0,55,49,6.0,0.8909999999999999,3.01,119.66666666666667,0.0,0.0,0.0,0.0,2.0,1.9944444444444445,0.02432249322493225,N,3.26051951025191,0.8911210248023335,-0.928425191732746
Marcel Cousineau,19981999,NYI,L,6.0,4.0,0.0,4.0,0,0,119,105,14.0,0.882,2.87,292.7,0.0,0.0,0.0,0.0,0.0,4.878333333333333,0.05949186991869918,N,3.10879789258131,0.8821223789275427,-3.0269563239308503
Ryan Bach,19981999,LAK,L,3.0,1.0,0.0,3.0,0,0,66,58,8.0,0.879,4.45,107.76666666666667,0.0,0.0,0.0,0.0,0.0,1.796111111111111,0.021903794037940377,N,4.8200465293529495,0.8791186826083354,-1.9141102300792951
Kevin Weekes,19981999,VAN,L,11.0,8.0,0.0,8.0,1,0,257,223,34.0,0.868,3.83,532.3833333333333,0.0,0.0,0.0,0.0,0.0,8.873055555555556,0.1082079945799458,N,4.148572731216408,0.8681166956411455,-10.301914077733013
Chris Mason,19981999,NSH,L,3.0,0.0,0.0,0.0,0,0,44,38,6.0,0.8640000000000001,5.21,69.11666666666666,0.0,0.0,0.0,0.0,0.0,1.1519444444444444,0.014048102981029811,N,5.643552454891469,0.8641157548658378,-1.9427401533861968
Robert Esche,19981999,PHX,L,3.0,1.0,0.0,1.0,0,0,50,43,7.0,0.86,3.24,129.61666666666667,0.0,0.0,0.0,0.0,0.0,2.160277777777778,0.026344850948509486,N,3.5095581912363305,0.8601173244945952,-2.389477447029769
Andrei Trefilov,19981999,"CHI,CGY",L,5.0,5.0,0.0,4.0,0,0,104,89,15.0,0.856,4.83,186.4,0.0,0.0,0.0,0.0,0.0,3.106666666666667,0.03788617886178862,N,5.231948553888802,0.8561154363820661,-5.41011308982192
Tyrone Garner,19981999,CGY,L,3.0,1.0,0.0,2.0,0,0,74,62,12.0,0.838,5.18,139.05,0.0,0.0,0.0,0.0,0.0,2.3175000000000003,0.028262195121951224,N,5.6110857633845,0.8381133798501165,-5.176426621604058
Jean-Marc Pelletier,19981999,PHI,L,1.0,1.0,0.0,1.0,0,0,29,24,5.0,0.828,5.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012195121951219513,N,5.41600971083743,0.8281105518390856,-2.325896919277266
Scott Langkow,19981999,PHX,L,1.0,0.0,0.0,0.0,0,0,17,14,3.0,0.8240000000000001,5.08,35.46666666666667,0.0,0.0,0.0,0.0,0.0,0.5911111111111111,0.007208672086720868,N,5.502904979196046,0.8241096757584592,-1.4324223319901215
Martin Brodeur,19992000,NJD,L,72.0,72.0,43.0,20.0,8,0,1797,1636,161.0,0.91,2.24,4311.9,6.0,1.0,4.0,5.0,16.0,71.865,0.8764024390243902,Y,2.327368592620507,0.9135260309717249,10.808158868437005
Roman Turek,19992000,STL,R,67.0,66.0,42.0,15.0,9,0,1470,1341,129.0,0.912,1.95,3960.4666666666667,7.0,0.0,1.0,1.0,4.0,66.00777777777778,0.8049728997289972,Y,2.025856540767345,0.9155328367902429,11.544236803896723
Olie Kolzig,19992000,WSH,L,73.0,72.0,41.0,20.0,11,0,1957,1794,163.0,0.917,2.24,4370.833333333333,5.0,0.0,2.0,2.0,6.0,72.84722222222221,0.8883807588075879,Y,2.3275053470505505,0.9205490816561437,24.10549076545979
Curtis Joseph,19992000,TOR,L,63.0,63.0,36.0,20.0,7,0,1854,1696,158.0,0.915,2.49,3801.0833333333335,4.0,0.0,1.0,1.0,14.0,63.35138888888889,0.7725779132791328,Y,2.5869367226105626,0.9185417422488606,19.257833356751377
Arturs Irbe,19992000,CAR,L,75.0,75.0,34.0,28.0,9,0,1858,1683,175.0,0.9059999999999999,2.42,4344.916666666667,5.0,0.0,1.0,1.0,14.0,72.41527777777779,0.8831131436314364,Y,2.514574113641768,0.9095070896694263,2.6402666541769406
Ed Belfour,19992000,DAL,L,62.0,61.0,32.0,21.0,7,0,1571,1444,127.0,0.919,2.1,3620.383333333333,4.0,0.0,3.0,3.0,10.0,60.33972222222222,0.73585027100271,Y,2.1816865702406365,0.9225594467311858,23.200677563892356
Patrick Roy,19992000,COL,L,63.0,61.0,32.0,21.0,8,0,1640,1499,141.0,0.914,2.28,3704.3,2.0,0.0,3.0,3.0,10.0,61.73833333333334,0.7529065040650407,Y,2.3687540813042762,0.9175392983906877,15.79765194448342
Chris Osgood,19992000,DET,L,53.0,52.0,30.0,14.0,8,0,1349,1223,126.0,0.907,2.4,3147.5333333333333,6.0,0.0,1.0,1.0,18.0,52.458888888888886,0.6397425474254742,Y,2.4935323409594075,0.9105097098538878,2.9756295567732423
Guy Hebert,19992000,ANA,L,68.0,68.0,28.0,31.0,9,0,1805,1639,166.0,0.9079999999999999,2.51,3975.9666666666667,4.0,0.0,2.0,2.0,2.0,66.26611111111112,0.8081233062330624,Y,2.6081628936405377,0.9115161169018733,6.573025463288161
Tommy Salo,19992000,EDM,L,70.0,67.0,27.0,28.0,13,0,1875,1713,162.0,0.914,2.33,4164.0,2.0,0.0,1.0,1.0,8.0,69.4,0.8463414634146342,Y,2.420681679371731,0.917536829652705,17.265608168235616
Steve Shields,19992000,SJS,L,67.0,65.0,27.0,30.0,8,0,1826,1664,162.0,0.9109999999999999,2.56,3796.633333333333,4.0,0.0,1.0,1.0,29.0,63.27722222222222,0.7716734417344173,Y,2.6598594239567244,0.9145291774864716,12.5808002747724
Jocelyn Thibault,19992000,CHI,L,60.0,60.0,25.0,26.0,7,0,1679,1521,158.0,0.9059999999999999,2.76,3437.5666666666666,3.0,0.0,0.0,0.0,2.0,57.29277777777778,0.6986924119241192,Y,2.867780744860342,0.9095075763608674,2.526376594382725
John Vanbiesbrouck,19992000,PHI,L,50.0,49.0,25.0,15.0,9,0,1143,1035,108.0,0.9059999999999999,2.2,2949.7,3.0,0.0,1.0,1.0,6.0,49.16166666666666,0.5995325203252032,Y,2.285980992669003,0.9095053393451132,1.2803147393564274
Fred Brathwaite,19992000,CGY,L,61.0,58.0,25.0,25.0,7,0,1664,1506,158.0,0.905,2.75,3448.233333333333,5.0,0.0,0.0,0.0,4.0,57.47055555555555,0.7008604336043359,Y,2.857317631364471,0.9085045867171012,1.0922517290368319
Mike Vernon,19992000,"SJS,FLA",L,49.0,45.0,24.0,18.0,3,0,1380,1265,115.0,0.917,2.47,2791.3333333333335,1.0,0.0,3.0,3.0,2.0,46.522222222222226,0.5673441734417345,Y,2.566260305357104,0.920548833949568,16.93948761182142
Jeff Hackett,19992000,MTL,L,56.0,56.0,23.0,25.0,7,0,1543,1411,132.0,0.914,2.4,3300.75,3.0,0.0,0.0,0.0,4.0,55.0125,0.6708841463414634,Y,2.493652898891581,0.9175417879833188,15.523644481913351
Jean-Sebastien Aubin,19992000,PIT,R,51.0,48.0,23.0,21.0,3,0,1392,1272,120.0,0.914,2.58,2788.8333333333335,2.0,0.0,1.0,1.0,2.0,46.48055555555556,0.5668360433604337,Y,2.680562032868192,0.9175379529627344,13.086787504098112
Mike Richter,19992000,NYR,L,61.0,60.0,22.0,31.0,8,0,1815,1642,173.0,0.905,2.87,3622.45,0.0,0.0,0.0,0.0,4.0,60.37416666666666,0.736270325203252,Y,2.982186251538394,0.9085024641508702,0.529108706852071
Ron Tugnutt,19992000,"OTT,PIT",L,51.0,48.0,22.0,14.0,8,0,1217,1099,118.0,0.903,2.52,2809.0833333333335,4.0,0.0,0.0,0.0,0.0,46.81805555555556,0.5709518970189702,Y,2.618287455999344,0.9064967969371022,-1.6446692582705396
Brian Boucher,19992000,PHI,L,35.0,33.0,20.0,10.0,3,0,790,725,65.0,0.9179999999999999,1.91,2037.5833333333333,4.0,0.0,1.0,1.0,4.0,33.95972222222222,0.41414295392953926,Y,1.984310173314121,0.9215530251957463,10.530576241549937
Stephane Fiset,19992000,LAK,L,47.0,43.0,20.0,15.0,7,0,1208,1089,119.0,0.9009999999999999,2.75,2591.7833333333333,1.0,0.0,2.0,2.0,4.0,43.19638888888889,0.5267852303523035,Y,2.857038071540133,0.9044916691813597,-3.5051441774780727
Sean Burke,19992000,"FLA,PHX",L,42.0,41.0,19.0,19.0,3,0,1230,1124,106.0,0.914,2.55,2492.516666666667,3.0,0.0,0.0,0.0,12.0,41.54194444444445,0.506609078590786,Y,2.649396025133024,0.9175381160449105,11.598238958362558
Martin Biron,19992000,BUF,L,41.0,39.0,19.0,18.0,2,0,988,898,90.0,0.909,2.42,2228.95,5.0,0.0,0.0,0.0,6.0,37.149166666666666,0.45303861788617883,Y,2.514273571520124,0.9125192540196628,4.461024464115624
Mike Dunham,19992000,NSH,L,52.0,52.0,19.0,27.0,6,0,1584,1438,146.0,0.9079999999999999,2.85,3077.0833333333335,0.0,0.0,0.0,0.0,6.0,51.28472222222222,0.6254234417344173,Y,2.9613370785589526,0.9115149246312596,5.443585780525439
Patrick Lalime,19992000,OTT,L,38.0,32.0,19.0,14.0,3,0,834,755,79.0,0.905,2.33,2038.2666666666667,3.0,0.0,0.0,0.0,4.0,33.971111111111114,0.4142818428184282,Y,2.42111839160462,0.9085059112944297,0.7373425132311979
Jamie Storr,19992000,LAK,L,42.0,38.0,18.0,15.0,5,0,1008,915,93.0,0.9079999999999999,2.53,2205.55,1.0,0.0,1.0,1.0,4.0,36.75916666666667,0.4482825203252033,Y,2.6286981335946944,0.9115143999973109,3.3731909512434584
Felix Potvin,19992000,"NYI,VAN",L,56.0,55.0,17.0,27.0,10,0,1538,1385,153.0,0.9009999999999999,2.83,3238.95,1.0,0.0,2.0,2.0,4.0,53.982499999999995,0.6583231707317072,Y,2.9401891469279233,0.9044860270768782,-5.954397139868604
Kevin Weekes,19992000,"VAN,NYI",L,56.0,53.0,16.0,27.0,8,0,1634,1472,162.0,0.9009999999999999,3.23,3012.1,2.0,0.0,1.0,1.0,0.0,50.20166666666667,0.6122154471544715,Y,3.3561545663254,0.9044879853424231,-5.775998001654926
Dominik Hasek,19992000,BUF,L,35.0,35.0,15.0,11.0,6,0,937,861,76.0,0.919,2.21,2066.4333333333334,3.0,0.0,1.0,1.0,12.0,34.440555555555555,0.4200067750677507,Y,2.296377700075818,0.9225578778706516,13.584999921939612
Mikhail Shtalenkov,19992000,"PHX,FLA",L,30.0,28.0,15.0,10.0,4,0,739,669,70.0,0.905,2.35,1786.1,2.0,0.0,3.0,3.0,4.0,29.76833333333333,0.3630284552845528,Y,2.441601121190952,0.9085059207328458,0.6545516993739255
Trevor Kidd,19992000,FLA,L,28.0,28.0,14.0,11.0,2,0,809,740,69.0,0.915,2.63,1573.9333333333334,1.0,0.0,0.0,0.0,0.0,26.232222222222223,0.31990514905149053,Y,2.732580741215473,0.9185413388964144,8.347134404321395
Ken Wregget,19992000,DET,L,29.0,26.0,14.0,10.0,2,0,700,630,70.0,0.9,2.66,1578.7166666666667,0.0,0.0,1.0,1.0,0.0,26.311944444444446,0.32087737127371274,Y,2.7637492807875312,0.9034849462344364,-3.074172950525366
Bob Essensa,19992000,PHX,L,30.0,27.0,13.0,10.0,3,0,719,646,73.0,0.898,2.78,1573.0833333333333,1.0,0.0,0.0,0.0,0.0,26.218055555555555,0.31973238482384825,Y,2.888234192341347,0.901479936532188,-4.257614787753923
Byron Dafoe,19992000,BOS,L,41.0,40.0,13.0,16.0,10,0,1030,916,114.0,0.889,2.97,2306.633333333333,3.0,0.0,0.0,0.0,0.0,38.443888888888885,0.46882791327913276,Y,3.0860924551782674,0.8924442161914021,-15.523425912915897
Jose Theodore,19992000,MTL,R,30.0,26.0,12.0,13.0,2,0,717,659,58.0,0.919,2.1,1655.05,5.0,0.0,0.0,0.0,0.0,27.584166666666665,0.3363922764227642,Y,2.18179062190968,0.9225591420355188,10.551168563533295
Manny Fernandez,19992000,DAL,L,24.0,21.0,11.0,8.0,3,0,603,555,48.0,0.92,2.13,1352.95,1.0,0.0,2.0,2.0,2.0,22.549166666666668,0.274989837398374,Y,2.213158402186534,0.9235647047641794,9.651819586904573
Garth Snow,19992000,VAN,L,32.0,28.0,10.0,15.0,3,0,775,699,76.0,0.902,2.66,1712.2833333333333,0.0,0.0,2.0,2.0,8.0,28.538055555555555,0.3480250677506775,Y,2.7636140253328745,0.9054923152599681,-1.9035486237959418
Marc Denis,19992000,COL,L,23.0,20.0,9.0,8.0,3,0,618,567,51.0,0.917,2.54,1203.4666666666667,3.0,0.0,2.0,2.0,6.0,20.05777777777778,0.24460704607046072,N,2.6389553995758703,0.9205535403745061,8.085944452250459
Tomas Vokoun,19992000,NSH,R,33.0,30.0,9.0,20.0,1,0,908,821,87.0,0.904,2.78,1878.9166666666667,1.0,0.0,1.0,1.0,8.0,31.31527777777778,0.3818936314363144,Y,2.888539495588964,0.9075015111836244,-0.187641484395769
Jamie McLennan,19992000,STL,L,19.0,16.0,9.0,5.0,2,0,341,308,33.0,0.903,1.96,1008.9333333333333,2.0,0.0,0.0,0.0,2.0,16.815555555555555,0.20506775067750677,N,2.0363384037946135,0.9064978762699027,-0.3975613944702161
Glenn Healy,19992000,TOR,L,20.0,19.0,9.0,10.0,0,0,527,468,59.0,0.888,3.04,1163.5,2.0,0.0,1.0,1.0,2.0,19.391666666666666,0.23648373983739837,N,3.15846626588073,0.8914387452018914,-8.614413064181242
Dan Cloutier,19992000,TBL,L,52.0,44.0,9.0,30.0,3,0,1258,1113,145.0,0.885,3.49,2492.4,0.0,0.0,0.0,0.0,29.0,41.54,0.5065853658536585,Y,3.62611713522919,0.8884253378380514,-24.724727959658452
Tom Barrasso,19992000,"PIT,OTT",R,25.0,23.0,8.0,11.0,2,0,568,500,68.0,0.88,3.17,1287.9166666666667,1.0,0.0,0.0,0.0,6.0,21.46527777777778,0.2617716802168022,Y,3.2937680900860045,0.8834091416161127,-13.694471765569162
John Grahame,19992000,BOS,L,24.0,22.0,7.0,10.0,5,0,609,554,55.0,0.91,2.46,1344.1666666666667,2.0,0.0,1.0,1.0,8.0,22.40277777777778,0.27320460704607047,Y,2.5562122808712666,0.9135218529876175,3.2254695330429257
Roberto Luongo,19992000,NYI,L,24.0,20.0,7.0,14.0,1,0,730,660,70.0,0.904,3.25,1292.3833333333334,1.0,0.0,0.0,0.0,0.0,21.539722222222224,0.26267953929539295,Y,3.3767943909333784,0.9075010723792959,-0.20592321983360762
Steve Passmore,19992000,CHI,L,24.0,21.0,7.0,12.0,3,0,654,591,63.0,0.904,2.72,1388.3666666666666,1.0,0.0,0.0,0.0,9.0,23.139444444444443,0.28218834688346883,Y,2.8259788674625455,0.9074985136267155,-0.4721558709194156
Kirk McLean,19992000,NYR,L,22.0,20.0,7.0,8.0,4,0,558,500,58.0,0.8959999999999999,2.89,1205.6666666666667,0.0,0.0,1.0,1.0,2.0,20.094444444444445,0.24505420054200544,N,3.0029214498703456,0.899469791184002,-4.650555009133079
Dominic Roussel,19992000,ANA,L,20.0,14.0,6.0,5.0,3,0,445,393,52.0,0.883,3.16,988.0,1.0,0.0,0.0,0.0,6.0,16.466666666666665,0.2008130081300813,N,3.2833785833133593,0.8864199691670157,-9.454295661405418
Damian Rhodes,19992000,ATL,L,28.0,28.0,5.0,19.0,3,0,803,702,101.0,0.8740000000000001,3.88,1561.35,1.0,0.0,0.0,0.0,2.0,26.022499999999997,0.31734756097560973,Y,4.031299270163278,0.8773855594882644,-24.226515541816966
Peter Skudra,19992000,PIT,L,20.0,12.0,5.0,7.0,3,0,374,326,48.0,0.872,3.12,922.2666666666667,1.0,0.0,0.0,0.0,0.0,15.37111111111111,0.18745257452574526,N,3.2415773356324484,0.8753745347916677,-12.24248669070927
Grant Fuhr,19992000,CGY,R,23.0,20.0,5.0,13.0,2,0,536,459,77.0,0.856,3.83,1204.8666666666666,0.0,0.0,0.0,0.0,2.0,20.08111111111111,0.24489159891598913,N,3.9791900915354113,0.8593165680142739,-25.753938144973716
Manny Legace,19992000,DET,L,4.0,4.0,4.0,0.0,0,0,117,106,11.0,0.9059999999999999,2.75,239.6,0.0,0.0,0.0,0.0,0.0,3.993333333333333,0.04869918699186992,N,2.857051434596278,0.909508079771021,0.18617394969790269
Zac Bierk,19992000,TBL,L,12.0,10.0,4.0,4.0,1,0,308,277,31.0,0.899,3.66,508.7,0.0,0.0,1.0,1.0,0.0,8.478333333333333,0.10339430894308943,N,3.802959276243387,0.9024831138487464,-1.5526360982311616
Norm Maracle,19992000,ATL,L,32.0,27.0,4.0,19.0,2,0,852,758,94.0,0.89,3.49,1618.2,1.0,0.0,0.0,0.0,0.0,26.970000000000002,0.32890243902439026,Y,3.626378377039485,0.893444312873057,-12.541707648353736
Robbie Tallas,19992000,BOS,L,27.0,20.0,4.0,13.0,4,0,628,556,72.0,0.885,3.17,1362.75,0.0,0.0,0.0,0.0,6.0,22.7125,0.27698170731707317,Y,3.2936610706459772,0.8884289016492168,-11.957972304185617
Bill Ranford,19992000,EDM,L,16.0,14.0,4.0,6.0,3,0,407,360,47.0,0.885,3.59,785.4666666666667,0.0,0.0,0.0,0.0,2.0,13.091111111111111,0.15964769647696478,N,3.7300375442021405,0.8884240767147915,-8.087411986948325
Craig Billington,19992000,WSH,L,13.0,10.0,3.0,6.0,1,0,310,282,28.0,0.91,2.75,611.35,2.0,0.0,0.0,0.0,0.0,10.189166666666667,0.12425813008130082,N,2.8573781159791323,0.9135217913620947,1.6385805504816204
Eric Fichaud,19992000,CAR,L,9.0,6.0,3.0,5.0,1,0,206,182,24.0,0.883,2.94,489.96666666666664,1.0,0.0,0.0,0.0,2.0,8.16611111111111,0.09958672086720867,N,3.0547425173309657,0.8864219998042924,-4.304685182583182
Scott Langkow,19992000,ATL,L,15.0,13.0,3.0,11.0,0,0,395,340,55.0,0.861,4.31,765.1166666666667,0.0,0.0,0.0,0.0,0.0,12.751944444444444,0.15551151761517615,N,4.477983897139055,0.8643325328383293,-17.23471187922503
Steve Valiquette,19992000,NYI,L,6.0,2.0,2.0,0.0,0,0,117,111,6.0,0.9490000000000001,1.87,192.81666666666666,0.0,0.0,0.0,0.0,0.0,3.213611111111111,0.03919037940379404,N,1.943096267498695,0.9526730414639492,5.186173949697903
Evgeni Nabokov,19992000,SJS,L,11.0,5.0,2.0,2.0,1,0,166,151,15.0,0.91,2.17,414.03333333333336,1.0,0.0,0.0,0.0,0.0,6.900555555555556,0.08415311653116532,N,2.2544675835269494,0.9135215652780985,0.8709818431611254
Robert Esche,19992000,PHX,L,8.0,6.0,2.0,5.0,0,0,215,192,23.0,0.893,3.38,408.3333333333333,0.0,0.0,0.0,0.0,4.0,6.805555555555555,0.08299457994579945,N,3.511876618383561,0.8964579763794115,-2.4442102633756484
Scott Fankhouser,19992000,ATL,L,16.0,13.0,2.0,11.0,2,0,451,402,49.0,0.8909999999999999,3.2,919.85,0.0,0.0,0.0,0.0,4.0,15.330833333333334,0.18696138211382116,N,3.3250245532166285,0.8944521476045854,-5.8806457152670575
Rich Parent,19992000,TBL,L,14.0,9.0,2.0,7.0,1,0,353,310,43.0,0.878,3.7,697.8166666666667,0.0,0.0,0.0,0.0,2.0,11.63027777777778,0.1418326558265583,N,3.8444766161402186,0.881400846283955,-9.25026150219351
Chris Terreri,19992000,NJD,L,12.0,10.0,2.0,9.0,0,0,299,262,37.0,0.8759999999999999,3.42,648.8666666666667,0.0,0.0,0.0,0.0,2.0,10.814444444444444,0.13188346883468835,N,3.5533496817978674,0.8793934929393095,-8.413111017438695
Corey Schwab,19992000,VAN,L,6.0,4.0,2.0,1.0,1,0,115,99,16.0,0.861,3.57,268.55,0.0,0.0,0.0,0.0,2.0,4.475833333333333,0.05458333333333333,N,3.7090321841753178,0.86433317314006,-5.005042699014883
Kevin Hodson,19992000,TBL,L,24.0,10.0,2.0,7.0,4,0,327,280,47.0,0.856,3.67,768.8333333333334,0.0,0.0,0.0,0.0,2.0,12.81388888888889,0.15626693766937672,N,3.8132740490282306,0.859316136554395,-15.736077935459708
Richard Shulmistra,19992000,FLA,L,1.0,1.0,1.0,0.0,0,0,21,20,1.0,0.9520000000000001,1.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012195121951219513,N,1.0390107504374453,0.9556885147373365,1.0077748114842389
Mike Minard,19992000,EDM,L,1.0,1.0,1.0,0.0,0,0,36,33,3.0,0.917,3.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012195121951219513,N,3.117032251312336,0.920548833949568,0.44189967683012377
Jean-Sebastien Giguere,19992000,CGY,L,7.0,4.0,1.0,3.0,1,0,175,160,15.0,0.914,2.72,330.28333333333336,0.0,0.0,0.0,0.0,2.0,5.504722222222223,0.06713075880758808,N,2.8258641102603757,0.917540818549544,1.7314567623686585
Marcel Cousineau,19992000,LAK,L,5.0,1.0,1.0,1.0,0,0,64,58,6.0,0.9059999999999999,2.11,170.63333333333333,0.0,0.0,0.0,0.0,0.0,2.843888888888889,0.034681571815718154,N,2.1923232641667663,0.9095096334946383,0.11893275880910892
Jani Hurme,19992000,OTT,L,1.0,1.0,1.0,0.0,0,0,19,17,2.0,0.895,2.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012195121951219513,N,2.0780215008748906,0.8984640545953851,-0.1834418372285458
Dwayne Roloson,19992000,BUF,L,14.0,8.0,1.0,7.0,3,0,277,245,32.0,0.884,2.84,677.1666666666666,0.0,0.0,0.0,0.0,0.0,11.28611111111111,0.13763550135501354,N,2.951021923667693,0.8874257637020109,-5.516494153279325
Rick Tabaracci,19992000,"ATL,COL",L,3.0,2.0,1.0,1.0,0,0,50,44,6.0,0.88,3.01,119.48333333333333,0.0,0.0,0.0,0.0,0.0,1.9913888888888889,0.024285230352303525,N,3.1272746522859673,0.8834075029847822,-1.2195837821803837
Daren Puppa,19992000,TBL,R,5.0,5.0,1.0,2.0,0,0,129,110,19.0,0.853,4.58,248.98333333333332,0.0,0.0,0.0,0.0,2.0,4.149722222222222,0.05060636856368563,N,4.758737824027965,0.8563012861153827,-6.666526158025389
Dieter Kochan,19992000,TBL,L,5.0,4.0,1.0,4.0,0,0,111,94,17.0,0.847,4.28,238.06666666666666,0.0,0.0,0.0,0.0,0.0,3.9677777777777776,0.04838753387533875,N,4.446741701159324,0.8502788307093322,-6.387475996440452
Marc Lamothe,19992000,CHI,L,2.0,1.0,1.0,1.0,0,0,50,40,10.0,0.8,5.16,116.18333333333334,0.0,0.0,0.0,0.0,0.0,1.936388888888889,0.02361449864498645,N,5.361084192472824,0.8030977299861657,-5.219583782180384
Wade Flaherty,19992000,NYI,R,4.0,2.0,0.0,1.0,1,0,81,74,7.0,0.914,2.31,181.76666666666668,0.0,0.0,0.0,0.0,0.0,3.0294444444444446,0.036944444444444446,N,2.400082301751458,0.9175367147462118,0.7442742728677789
Milan Hnilicka,19992000,NYR,L,2.0,1.0,0.0,1.0,0,0,44,39,5.0,0.8859999999999999,3.48,86.11666666666666,0.0,0.0,0.0,0.0,0.0,1.4352777777777777,0.01750338753387534,N,3.6155762285978255,0.8894328512837596,-0.7932337283187376
Mark Fitzpatrick,19992000,CAR,L,3.0,1.0,0.0,2.0,0,0,68,60,8.0,0.882,4.48,107.08333333333333,0.0,0.0,0.0,0.0,0.0,1.784722222222222,0.021764905149051487,N,4.654644418663904,0.8854173004184147,-1.4986339437653218
Jean-Francois Labbe,19992000,NYR,L,1.0,1.0,0.0,1.0,0,0,22,19,3.0,0.8640000000000001,3.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.012195121951219513,N,3.117032251312336,0.8673434330609777,-0.8966168641593688
Mike Fountain,19992000,OTT,L,1.0,0.0,0.0,0.0,0,0,6,5,1.0,0.833,3.87,15.5,0.0,0.0,0.0,0.0,0.0,0.25833333333333336,0.003150406504065041,N,4.020923516450423,0.8362274503951694,-0.42635005386164604
