Name,Season,Team,GP,GS,Adj. GAA,Adj. Sv%,GSAA,W,L,T,OT,SO,GAA,Sv%,SA,Svs,GA,TOI,G,A,P,PIM
Blaine Lacher,1994-1995,BOS,35,34,2.28,0.909,1.03,19,11,2,0,4,2.41,0.902,805,726,79,1965.0,0,1,1,4
Mike Vernon,1994-1995,DET,30,29,2.38,0.9,-5.41,19,6,4,0,1,2.52,0.893,710,634,76,1807.2,0,0,0,8
Jim Carey,1994-1995,WSH,28,28,2.02,0.92,8.02,18,6,3,0,4,2.13,0.913,654,597,57,1603.65,0,0,0,0
Kirk McLean,1994-1995,VAN,40,40,2.6,0.911,4.34,18,12,10,0,1,2.75,0.904,1140,1031,109,2374.0,0,1,1,4
Sean Burke,1994-1995,HFD,42,40,2.54,0.919,14.58,17,19,4,0,0,2.68,0.912,1233,1125,108,2417.78,0,1,1,8
Stephane Fiset,1994-1995,QUE,32,30,2.63,0.917,9.24,17,10,3,0,2,2.78,0.91,968,881,87,1878.6,0,3,3,2
Patrick Roy,1994-1995,MTL,43,42,2.81,0.913,7.91,17,20,6,0,1,2.97,0.906,1357,1230,127,2566.05,0,1,1,20
Ron Hextall,1994-1995,PHI,31,31,2.75,0.897,-8.36,17,9,4,0,1,2.9,0.89,801,713,88,1823.53,0,0,0,13
Felix Potvin,1994-1995,TOR,36,36,2.75,0.914,7.35,15,13,7,0,0,2.91,0.907,1120,1016,104,2144.28,0,0,0,4
Bill Ranford,1994-1995,EDM,40,40,3.43,0.89,-20.26,15,20,3,0,2,3.62,0.883,1134,1001,133,2202.85,0,2,2,2
Chris Osgood,1994-1995,DET,19,19,2.14,0.924,8.31,14,5,0,0,1,2.26,0.917,496,455,41,1086.68,0,0,0,2
John Vanbiesbrouck,1994-1995,FLA,37,35,2.34,0.921,13.42,14,15,4,0,4,2.47,0.914,1000,914,86,2086.85,0,1,1,6
Kelly Hrudey,1994-1995,LAK,35,33,2.97,0.917,10.26,14,13,5,0,0,3.14,0.91,1099,1000,99,1893.65,0,0,0,0
Daren Puppa,1994-1995,TBL,36,34,2.54,0.912,4.05,14,19,2,0,1,2.68,0.905,946,856,90,2012.88,0,1,1,2
Arturs Irbe,1994-1995,SJS,38,35,3.09,0.902,-6.01,14,19,3,0,4,3.26,0.895,1056,945,111,2042.52,0,0,0,4
Mike Richter,1994-1995,NYR,35,35,2.76,0.897,-9.11,14,17,2,0,2,2.92,0.89,884,787,97,1993.47,0,0,0,2
Jocelyn Thibault,1994-1995,QUE,18,16,2.21,0.924,7.05,12,2,2,0,1,2.34,0.917,423,388,35,897.83,0,0,0,0
Guy Hebert,1994-1995,ANA,39,35,2.96,0.911,3.54,12,20,4,0,2,3.13,0.904,1132,1023,109,2091.87,0,0,0,2
Dominic Roussel,1994-1995,PHI,19,17,2.21,0.921,6.32,11,7,0,0,1,2.34,0.914,486,444,42,1075.05,0,0,0,6
Andy Moog,1994-1995,DAL,31,29,2.31,0.922,12.11,10,12,7,0,2,2.44,0.915,846,774,72,1770.23,0,1,1,14
Glenn Healy,1994-1995,NYR,17,13,2.23,0.914,2.48,8,6,1,0,1,2.36,0.907,377,342,35,888.17,0,2,2,2
Tommy Soderstrom,1994-1995,NYI,26,24,2.94,0.909,1.28,8,12,3,0,1,3.11,0.902,717,647,70,1350.13,0,0,0,2
Don Beaupre,1994-1995,OTT,38,37,3.18,0.903,-4.98,8,25,3,0,1,3.36,0.8959999999999999,1167,1046,121,2160.9,0,0,0,10
Nikolai Khabibulin,1994-1995,WIN,26,22,3.23,0.902,-4.12,8,9,4,0,0,3.41,0.895,723,647,76,1338.67,0,1,1,4
Tim Cheveldae,1994-1995,WIN,30,26,3.5,0.888,-15.67,8,16,3,0,0,3.7,0.8809999999999999,818,721,97,1571.33,0,1,1,2
Jon Casey,1994-1995,STL,19,10,2.6,0.907,-0.23,7,5,4,0,0,2.75,0.9,400,360,40,871.75,0,0,0,0
Damian Rhodes,1994-1995,TOR,13,12,2.55,0.923,6.17,6,6,1,0,0,2.69,0.916,404,370,34,759.77,0,0,0,4
Mark Fitzpatrick,1994-1995,FLA,15,13,2.5,0.907,-0.11,6,7,2,0,2,2.64,0.9,361,325,36,819.42,0,0,0,0
Jamie McLennan,1994-1995,NYI,21,18,3.21,0.883,-13.41,6,11,2,0,0,3.39,0.8759999999999999,539,472,67,1185.27,0,0,0,2
Wade Flaherty,1994-1995,SJS,18,13,2.93,0.91,1.24,5,6,1,0,1,3.1,0.903,455,411,44,852.28,0,1,1,0
Craig Billington,1994-1995,"OTT,BOS",17,13,3.43,0.873,-13.22,5,7,2,0,0,3.62,0.866,380,329,51,845.68,0,0,0,4
Mikhail Shtalenkov,1994-1995,ANA,18,13,3.44,0.898,-4.46,4,7,1,0,0,3.63,0.8909999999999999,448,399,49,809.53,0,0,0,2
Darcy Wakaluk,1994-1995,DAL,15,14,3.01,0.89,-6.1,4,8,0,0,2,3.18,0.883,341,301,40,753.78,0,0,0,4
Chris Terreri,1994-1995,NJD,15,9,2.39,0.907,-0.28,3,7,2,0,0,2.53,0.9,309,278,31,734.0,0,0,0,0
Jean Claude Bergeron,1994-1995,TBL,17,14,3.15,0.876,-11.82,3,9,1,0,1,3.33,0.8690000000000001,374,325,49,882.97,0,0,0,2
Olie Kolzig,1994-1995,WSH,14,10,2.36,0.909,0.32,2,8,2,0,0,2.49,0.902,305,275,30,724.03,0,0,0,4
Grant Fuhr,1994-1995,"BUF,LAK",17,12,3.81,0.88,-12.87,2,9,3,0,0,4.03,0.873,464,405,59,878.38,0,0,0,2
Chris Osgood,1995-1996,DET,50,47,1.95,0.921,14.88,39,6,5,0,5,2.17,0.911,1190,1084,106,2932.98,1,2,3,4
Jim Carey,1995-1996,WSH,71,70,2.03,0.916,12.68,35,24,9,0,9,2.26,0.906,1631,1478,153,4069.18,0,1,1,6
Martin Brodeur,1995-1996,NJD,77,75,2.1,0.921,25.49,34,30,12,0,6,2.34,0.911,1954,1781,173,4433.32,0,1,1,6
Patrick Roy,1995-1996,"MTL,COL",61,60,2.5,0.918,17.54,34,24,2,0,2,2.78,0.908,1797,1632,165,3565.37,0,0,0,10
Bill Ranford,1995-1996,"EDM,BOS",77,76,2.95,0.894,-28.36,34,30,9,0,2,3.29,0.885,2054,1817,237,4321.92,0,3,3,2
Ron Hextall,1995-1996,PHI,53,51,1.95,0.923,19.24,31,13,7,0,4,2.17,0.913,1292,1180,112,3102.42,0,1,1,28
Felix Potvin,1995-1996,TOR,69,66,2.58,0.92,24.87,30,26,11,0,2,2.87,0.91,2135,1943,192,4008.77,0,0,0,4
Grant Fuhr,1995-1996,STL,79,78,2.58,0.912,10.11,30,28,16,0,3,2.87,0.903,2157,1948,209,4365.12,0,1,1,8
Daren Puppa,1995-1996,TBL,57,55,2.21,0.928,32.03,29,16,9,0,5,2.46,0.918,1605,1474,131,3189.45,0,1,1,4
Tom Barrasso,1995-1996,PIT,49,48,3.08,0.911,5.17,29,16,2,0,2,3.43,0.902,1626,1466,160,2799.02,0,3,3,18
Guy Hebert,1995-1996,ANA,59,58,2.54,0.924,27.87,28,23,5,0,4,2.83,0.914,1820,1663,157,3325.92,0,0,0,6
Sean Burke,1995-1996,HFD,66,63,2.79,0.917,16.61,28,28,6,0,4,3.11,0.907,2034,1844,190,3668.97,0,6,6,16
Nikolai Khabibulin,1995-1996,WIN,53,53,2.81,0.918,16.21,26,20,3,0,2,3.13,0.908,1656,1504,152,2913.58,0,0,0,12
Jocelyn Thibault,1995-1996,"COL,MTL",50,49,2.57,0.917,12.34,26,17,5,0,3,2.86,0.907,1480,1342,138,2892.65,0,0,0,2
John Vanbiesbrouck,1995-1996,FLA,57,54,2.41,0.913,7.63,26,20,7,0,2,2.68,0.904,1473,1331,142,3177.75,0,2,2,10
Mike Richter,1995-1996,NYR,41,40,2.41,0.922,17.03,24,13,3,0,3,2.68,0.912,1221,1114,107,2396.17,0,1,1,4
Dominik Hasek,1995-1996,BUF,59,58,2.54,0.93,43.28,22,30,6,0,2,2.83,0.92,2011,1850,161,3416.97,0,1,1,6
Ed Belfour,1995-1996,CHI,50,49,2.46,0.911,4.47,22,17,10,0,1,2.74,0.902,1373,1238,135,2956.18,0,2,2,36
Stephane Fiset,1995-1996,COL,37,35,2.63,0.907,-0.2,22,6,7,0,1,2.93,0.898,1012,909,103,2106.63,0,1,1,2
Mike Vernon,1995-1996,DET,32,32,2.03,0.912,3.44,21,7,2,0,3,2.26,0.903,723,653,70,1854.72,0,0,0,2
Ken Wregget,1995-1996,PIT,37,34,2.91,0.915,7.4,20,13,2,0,3,3.24,0.905,1205,1090,115,2132.25,0,2,2,8
Rick Tabaracci,1995-1996,CGY,43,38,2.64,0.901,-6.58,19,16,3,0,3,2.94,0.892,1087,970,117,2391.03,0,2,2,8
Jeff Hackett,1995-1996,CHI,35,33,2.15,0.926,16.3,18,11,4,0,4,2.4,0.916,948,868,80,2000.45,0,1,1,8
Corey Hirsch,1995-1996,VAN,41,38,2.63,0.912,5.15,17,14,6,0,1,2.93,0.903,1173,1059,114,2337.6,0,2,2,2
Glenn Healy,1995-1996,NYR,44,42,2.6,0.909,1.65,17,14,11,0,2,2.9,0.9,1237,1113,124,2564.27,0,1,1,8
Chris Terreri,1995-1996,"NJD,SJS",50,48,3.24,0.893,-20.37,16,29,1,0,0,3.61,0.884,1414,1250,164,2726.6,0,5,5,4
Trevor Kidd,1995-1996,CGY,47,44,2.5,0.904,-4.22,15,21,8,0,3,2.78,0.895,1130,1011,119,2569.6,0,2,2,4
Mark Fitzpatrick,1995-1996,FLA,34,28,2.66,0.9,-5.72,15,11,3,0,0,2.96,0.8909999999999999,810,722,88,1785.87,0,0,0,12
Curtis Joseph,1995-1996,EDM,34,34,3.09,0.895,-12.37,15,16,2,0,0,3.44,0.8859999999999999,971,860,111,1935.65,0,1,1,4
Kirk McLean,1995-1996,VAN,45,44,3.18,0.888,-24.76,15,21,9,0,2,3.54,0.879,1292,1136,156,2644.82,0,2,2,6
Damian Rhodes,1995-1996,"TOR,OTT",47,46,2.49,0.915,9.32,14,27,5,0,2,2.77,0.905,1342,1215,127,2746.83,0,2,2,4
Byron Dafoe,1995-1996,LAK,47,46,3.47,0.897,-15.67,14,24,8,0,1,3.87,0.888,1539,1367,172,2666.22,0,0,0,6
Andy Moog,1995-1996,DAL,41,39,2.68,0.909,1.35,13,19,7,0,1,2.99,0.9,1106,995,111,2227.97,0,0,0,28
Garth Snow,1995-1996,PHI,26,23,2.58,0.903,-3.18,12,8,4,0,0,2.88,0.894,648,579,69,1437.23,0,0,0,18
Tommy Soderstrom,1995-1996,NYI,51,41,3.47,0.887,-27.84,11,22,6,0,2,3.87,0.878,1370,1203,167,2589.57,0,0,0,7
Craig Billington,1995-1996,BOS,27,24,3.09,0.876,-18.66,10,13,3,0,1,3.44,0.867,594,515,79,1379.7,0,0,0,2
Jeff Reese,1995-1996,"HFD,TBL",26,22,2.89,0.902,-3.6,9,10,1,0,1,3.22,0.893,634,566,68,1268.58,0,0,0,0
Darcy Wakaluk,1995-1996,DAL,37,30,3.04,0.9,-6.96,9,16,5,0,1,3.39,0.8909999999999999,975,869,106,1875.0,0,0,0,6
Tim Cheveldae,1995-1996,WIN,30,26,3.53,0.892,-14.7,8,18,3,0,0,3.93,0.883,948,837,111,1694.55,0,0,0,0
Kelly Hrudey,1995-1996,LAK,36,31,2.93,0.917,10.32,7,15,10,0,0,3.26,0.907,1214,1101,113,2076.67,0,0,0,4
Eric Fichaud,1995-1996,NYI,24,21,2.97,0.906,-1.06,7,12,2,0,1,3.31,0.897,659,591,68,1233.93,0,1,1,0
Mikhail Shtalenkov,1995-1996,ANA,30,24,2.8,0.905,-2.31,7,16,3,0,0,3.12,0.8959999999999999,814,729,85,1637.2,0,2,2,2
Don Beaupre,1995-1996,"OTT,TOR",41,36,3.47,0.881,-28.12,6,28,0,0,1,3.87,0.872,1062,926,136,2106.2,0,2,2,31
Pat Jablonski,1995-1996,"STL,MTL",24,19,2.67,0.917,6.18,5,9,6,0,0,2.97,0.907,681,618,63,1271.63,0,1,1,2
Patrick Roy,1996-1997,COL,62,62,2.26,0.926,34.31,38,15,7,0,7,2.32,0.9229999999999999,1861,1718,143,3697.8,0,1,1,15
Dominik Hasek,1996-1997,BUF,67,66,2.22,0.933,54.41,37,20,10,0,5,2.27,0.93,2177,2024,153,4036.98,0,3,3,30
Martin Brodeur,1996-1997,NJD,67,64,1.84,0.93,35.58,37,14,13,0,10,1.88,0.927,1633,1513,120,3838.27,0,4,4,8
Mike Richter,1996-1997,NYR,61,61,2.63,0.92,24.31,33,22,6,0,4,2.69,0.917,1945,1784,161,3597.65,0,0,0,4
Grant Fuhr,1996-1997,STL,73,73,2.66,0.904,-8.17,33,27,11,0,3,2.72,0.9009999999999999,1940,1747,193,4261.1,0,2,2,6
Curtis Joseph,1996-1997,EDM,72,72,2.86,0.91,4.27,32,29,9,0,6,2.93,0.907,2144,1944,200,4100.35,0,2,2,20
Ron Hextall,1996-1997,PHI,55,54,2.5,0.9,-9.57,31,16,5,0,5,2.56,0.897,1285,1153,132,3094.32,0,0,0,43
Nikolai Khabibulin,1996-1997,PHX,72,69,2.76,0.911,6.51,30,33,6,0,7,2.83,0.9079999999999999,2094,1901,193,4091.37,0,3,3,16
Guy Hebert,1996-1997,ANA,67,66,2.61,0.922,31.22,29,25,12,0,4,2.67,0.919,2133,1961,172,3862.6,0,1,1,4
Andy Moog,1996-1997,DAL,48,46,2.1,0.916,8.8,28,13,5,0,3,2.15,0.9129999999999999,1121,1023,98,2738.47,0,1,1,12
John Vanbiesbrouck,1996-1997,FLA,57,56,2.24,0.922,22.72,27,19,10,0,2,2.29,0.919,1582,1454,128,3347.08,0,2,2,8
Felix Potvin,1996-1997,TOR,74,72,3.07,0.911,8.28,27,36,7,0,0,3.15,0.9079999999999999,2438,2214,224,4271.27,0,3,3,19
Chris Osgood,1996-1997,DET,47,45,2.25,0.913,5.95,23,13,9,0,6,2.3,0.91,1175,1069,106,2768.8,0,2,2,6
Sean Burke,1996-1997,HFD,51,51,2.63,0.917,14.63,22,22,6,0,4,2.69,0.914,1560,1426,134,2985.02,0,2,2,14
Jocelyn Thibault,1996-1997,MTL,61,54,2.83,0.913,8.92,22,24,11,0,1,2.9,0.91,1815,1651,164,3397.3,0,0,0,0
Rick Tabaracci,1996-1997,"CGY,TBL",62,57,2.64,0.906,-2.42,22,29,6,0,5,2.7,0.903,1570,1418,152,3372.93,0,1,1,12
Jim Carey,1996-1997,"WSH,BOS",59,56,3.01,0.889,-27.99,22,31,3,0,1,3.08,0.8859999999999999,1480,1311,169,3297.5,0,0,0,2
Patrick Lalime,1996-1997,PIT,39,33,2.88,0.916,10.09,21,12,2,0,3,2.95,0.9129999999999999,1166,1065,101,2057.58,0,0,0,0
Trevor Kidd,1996-1997,CGY,55,52,2.77,0.903,-6.09,21,23,6,0,4,2.84,0.9,1416,1275,141,2979.08,0,2,2,16
Kirk McLean,1996-1997,VAN,44,41,3.13,0.892,-19.19,21,18,3,0,0,3.21,0.889,1247,1109,138,2581.4,0,2,2,2
Tommy Salo,1996-1997,NYI,58,54,2.75,0.907,-0.85,20,27,8,0,5,2.82,0.904,1576,1425,151,3207.7,0,1,1,4
Bill Ranford,1996-1997,"BOS,WSH",55,55,3.17,0.89,-26.75,20,23,10,0,2,3.25,0.887,1514,1343,171,3156.78,0,1,1,7
Jeff Hackett,1996-1997,CHI,41,41,2.11,0.93,26.47,19,18,4,0,2,2.16,0.927,1212,1123,89,2472.85,0,1,1,6
Ken Wregget,1996-1997,PIT,46,43,3.17,0.905,-4.23,17,17,6,0,2,3.25,0.902,1383,1247,136,2514.38,0,1,1,6
Ron Tugnutt,1996-1997,OTT,37,33,2.73,0.898,-8.97,17,15,1,0,3,2.8,0.895,882,789,93,1990.87,0,1,1,0
Arturs Irbe,1996-1997,DAL,35,31,2.63,0.896,-9.4,17,12,3,0,3,2.69,0.893,825,737,88,1965.02,0,2,2,8
Kelly Hrudey,1996-1997,SJS,48,45,3.11,0.892,-19.67,16,24,5,0,0,3.19,0.889,1263,1123,140,2630.5,0,0,0,0
Garth Snow,1996-1997,PHI,35,28,2.46,0.906,-1.26,14,8,8,0,2,2.52,0.903,816,737,79,1884.43,0,1,1,30
Ed Belfour,1996-1997,"CHI,SJS",46,45,2.82,0.904,-5.52,14,24,6,0,2,2.89,0.9009999999999999,1317,1186,131,2723.58,0,0,0,34
Damian Rhodes,1996-1997,OTT,50,49,2.66,0.893,-17.43,14,20,14,0,1,2.72,0.89,1213,1080,133,2934.05,0,2,2,2
Stephane Fiset,1996-1997,LAK,44,42,3.11,0.909,2.34,13,24,5,0,4,3.19,0.9059999999999999,1410,1278,132,2482.25,0,0,0,2
Byron Dafoe,1996-1997,LAK,40,35,3.04,0.908,0.23,13,17,5,0,0,3.11,0.905,1178,1066,112,2162.45,0,0,0,0
Mike Vernon,1996-1997,DET,33,33,2.37,0.902,-4.5,13,11,8,0,0,2.43,0.899,782,703,79,1952.05,0,0,0,35
Corey Hirsch,1996-1997,VAN,39,37,3.19,0.897,-12.15,12,20,4,0,2,3.27,0.894,1090,974,116,2126.62,0,1,1,6
Corey Schwab,1996-1997,TBL,31,23,2.97,0.9,-5.5,11,12,1,0,2,3.04,0.897,719,645,74,1462.28,0,1,1,10
Chris Terreri,1996-1997,"SJS,CHI",29,25,2.67,0.904,-3.02,10,11,5,0,0,2.73,0.9009999999999999,745,671,74,1628.82,0,0,0,0
Eric Fichaud,1996-1997,NYI,34,28,3.03,0.902,-5.54,9,14,4,0,0,3.1,0.899,897,806,91,1759.25,0,0,0,2
Dwayne Roloson,1996-1997,CGY,31,24,2.82,0.9,-5.59,9,14,3,0,1,2.89,0.897,760,682,78,1618.02,0,0,0,2
Jason Muzzatti,1996-1997,HFD,31,25,3.35,0.891,-13.35,9,13,5,0,0,3.43,0.888,815,724,91,1590.65,0,1,1,18
Mark Fitzpatrick,1996-1997,FLA,30,26,2.3,0.917,7.46,8,9,9,0,0,2.36,0.914,771,705,66,1679.65,0,1,1,13
Olie Kolzig,1996-1997,WSH,29,25,2.53,0.909,1.22,8,15,4,0,2,2.59,0.9059999999999999,758,687,71,1644.2,0,0,0,4
Robbie Tallas,1996-1997,BOS,28,22,3.25,0.885,-13.07,8,12,1,0,1,3.33,0.882,587,518,69,1243.88,0,0,0,0
Glenn Healy,1996-1997,NYR,23,21,2.55,0.91,1.21,5,12,4,0,1,2.61,0.907,632,573,59,1357.42,0,0,0,4
Martin Brodeur,1997-1998,NJD,70,69,2.06,0.919,17.11,43,17,8,0,10,1.89,0.917,1569,1439,130,4128.4,0,3,3,10
Ed Belfour,1997-1998,DAL,61,60,2.04,0.918,13.17,37,12,10,0,9,1.88,0.916,1335,1223,112,3580.82,0,0,0,18
Dominik Hasek,1997-1998,BUF,72,72,2.27,0.934,54.49,33,23,13,0,13,2.09,0.932,2149,2002,147,4219.6,0,2,2,12
Olie Kolzig,1997-1998,WSH,64,63,2.39,0.922,23.11,33,18,10,0,5,2.2,0.92,1729,1590,139,3788.02,0,1,1,12
Chris Osgood,1997-1998,DET,64,64,2.4,0.915,10.49,33,20,11,0,6,2.21,0.913,1605,1465,140,3806.65,0,0,0,31
Tom Barrasso,1997-1998,PIT,63,61,2.25,0.924,23.89,31,14,13,0,7,2.07,0.922,1556,1434,122,3542.12,0,2,2,14
Patrick Roy,1997-1998,COL,65,63,2.6,0.918,18.11,31,19,13,0,4,2.39,0.916,1825,1672,153,3835.27,0,3,3,39
Byron Dafoe,1997-1998,BOS,65,63,2.44,0.916,12.2,30,25,9,0,6,2.24,0.914,1602,1464,138,3692.57,0,3,3,2
Nikolai Khabibulin,1997-1998,PHX,70,70,2.98,0.902,-11.95,30,28,10,0,4,2.74,0.9,1835,1651,184,4025.98,0,2,2,22
Mike Vernon,1997-1998,SJS,62,60,2.68,0.898,-14.64,30,22,8,0,5,2.46,0.8959999999999999,1401,1255,146,3564.13,0,2,2,24
Curtis Joseph,1997-1998,EDM,71,71,2.86,0.907,-2.76,29,31,9,0,8,2.63,0.905,1901,1720,181,4132.33,0,2,2,4
Grant Fuhr,1997-1998,STL,58,56,2.75,0.9,-11.05,29,21,6,0,3,2.53,0.898,1354,1216,138,3274.47,0,2,2,6
Stephane Fiset,1997-1998,LAK,60,59,2.95,0.911,4.02,26,25,8,0,2,2.71,0.909,1728,1570,158,3496.72,0,1,1,8
Felix Potvin,1997-1998,TOR,67,65,2.97,0.908,0.46,26,33,7,0,5,2.73,0.906,1882,1706,176,3864.42,0,0,0,8
Tommy Salo,1997-1998,NYI,62,58,2.87,0.908,-0.39,23,29,5,0,4,2.64,0.906,1617,1465,152,3460.8,0,1,1,31
Trevor Kidd,1997-1998,CAR,47,46,2.36,0.924,18.98,21,21,3,0,3,2.17,0.922,1237,1140,97,2685.0,0,0,0,2
Jeff Hackett,1997-1998,CHI,58,58,2.39,0.919,16.52,21,25,11,0,8,2.2,0.917,1520,1394,126,3440.5,0,0,0,8
Ron Hextall,1997-1998,PHI,46,44,2.36,0.913,5.11,21,17,7,0,4,2.17,0.911,1089,992,97,2687.62,0,0,0,10
Mike Richter,1997-1998,NYR,72,69,2.89,0.905,-6.98,21,31,15,0,0,2.66,0.903,1888,1704,184,4143.4,0,1,1,2
Damian Rhodes,1997-1998,OTT,50,46,2.55,0.909,0.64,19,19,7,0,5,2.34,0.907,1148,1041,107,2742.9,0,1,1,0
Jocelyn Thibault,1997-1998,MTL,47,42,2.69,0.904,-5.02,19,15,8,0,2,2.47,0.902,1109,1000,109,2651.97,0,2,2,0
Andy Moog,1997-1998,MTL,42,40,2.71,0.907,-0.99,18,17,5,0,3,2.49,0.905,1024,927,97,2337.25,0,0,0,4
John Vanbiesbrouck,1997-1998,FLA,60,58,3.12,0.901,-11.42,18,29,11,0,4,2.87,0.899,1638,1473,165,3451.02,0,3,3,6
Garth Snow,1997-1998,"PHI,VAN",41,35,2.82,0.903,-4.49,17,15,4,0,1,2.59,0.901,944,851,93,2155.02,0,0,0,22
Jamie McLennan,1997-1998,STL,30,26,2.36,0.905,-2.06,16,8,2,0,2,2.17,0.903,618,558,60,1658.22,0,0,0,4
Sean Burke,1997-1998,"CAR,VAN,PHI",52,47,3.21,0.898,-14.3,16,23,9,0,2,2.95,0.8959999999999999,1362,1220,142,2884.7,0,2,2,20
Ron Tugnutt,1997-1998,OTT,42,36,2.45,0.907,-1.3,15,14,8,0,3,2.25,0.905,882,798,84,2236.02,0,0,0,0
Arturs Irbe,1997-1998,VAN,41,32,2.97,0.909,1.07,14,11,6,0,2,2.73,0.907,982,891,91,1998.82,0,0,0,2
Kirk McLean,1997-1998,"VAN,CAR,FLA",44,43,3.85,0.883,-29.61,14,21,5,0,1,3.54,0.8809999999999999,1188,1047,141,2390.02,0,1,1,0
Guy Hebert,1997-1998,ANA,46,43,3.19,0.905,-4.45,13,24,6,0,3,2.93,0.903,1339,1209,130,2660.25,0,1,1,4
Mikhail Shtalenkov,1997-1998,ANA,40,36,3.5,0.895,-13.33,13,18,5,0,1,3.22,0.893,1031,921,110,2048.67,0,1,1,0
Rick Tabaracci,1997-1998,CGY,42,42,3.13,0.895,-14.08,13,22,6,0,0,2.88,0.893,1087,971,116,2418.68,0,1,1,14
Roman Turek,1997-1998,DAL,23,21,2.41,0.903,-2.49,11,10,1,0,1,2.22,0.901,496,447,49,1323.53,0,0,0,2
Dwayne Roloson,1997-1998,CGY,39,34,3.25,0.892,-16.52,11,16,8,0,0,2.99,0.89,997,887,110,2205.02,0,4,4,10
Mark Fitzpatrick,1997-1998,"FLA,TBL",46,43,3.39,0.894,-17.74,9,31,3,0,2,3.12,0.892,1240,1106,134,2577.85,0,1,1,16
Daren Puppa,1997-1998,TBL,26,25,2.96,0.902,-4.12,5,14,6,0,0,2.72,0.9,660,594,66,1456.23,0,0,0,6
Kelly Hrudey,1997-1998,SJS,28,22,2.97,0.899,-5.74,4,16,2,0,1,2.73,0.897,600,538,62,1360.47,0,0,0,2
Martin Brodeur,1998-1999,NJD,70,70,2.48,0.906,-2.66,39,21,10,0,4,2.29,0.906,1728,1566,162,4238.83,0,4,4,4
Ed Belfour,1998-1999,DAL,61,59,2.16,0.915,9.6,35,15,9,0,5,1.99,0.915,1373,1256,117,3535.82,0,0,0,26
Curtis Joseph,1998-1999,TOR,67,67,2.77,0.91,4.48,35,24,7,0,3,2.56,0.91,1903,1732,171,4001.13,0,5,5,6
Chris Osgood,1998-1999,DET,63,63,2.62,0.91,3.52,34,25,4,0,3,2.42,0.91,1654,1505,149,3691.35,0,3,3,8
Byron Dafoe,1998-1999,BOS,68,67,2.16,0.926,32.98,32,23,11,0,10,1.99,0.926,1800,1667,133,4001.28,0,2,2,25
Nikolai Khabibulin,1998-1999,PHX,63,62,2.31,0.923,25.01,32,23,7,0,8,2.13,0.923,1681,1551,130,3656.5,0,0,0,8
Patrick Roy,1998-1999,COL,61,61,2.48,0.917,15.27,32,19,8,0,5,2.29,0.917,1673,1534,139,3648.28,0,2,2,28
Guy Hebert,1998-1999,ANA,69,67,2.62,0.922,29.93,31,29,9,0,6,2.42,0.922,2114,1949,165,4083.33,0,1,1,0
Dominik Hasek,1998-1999,BUF,64,64,2.03,0.937,54.08,30,18,14,0,9,1.87,0.937,1877,1758,119,3816.72,0,0,0,14
Arturs Irbe,1998-1999,CAR,62,61,2.4,0.923,26.64,27,20,12,0,6,2.22,0.923,1753,1618,135,3643.35,0,0,0,10
Mike Richter,1998-1999,NYR,68,66,2.85,0.91,5.02,27,30,8,0,4,2.63,0.91,1898,1728,170,3877.62,0,0,0,0
John Vanbiesbrouck,1998-1999,PHI,62,61,2.36,0.902,-7.75,27,18,15,0,6,2.18,0.902,1380,1245,135,3711.95,0,1,1,12
Jeff Hackett,1998-1999,"CHI,MTL",63,62,2.7,0.907,-0.99,26,26,10,0,5,2.49,0.907,1616,1466,150,3615.75,0,1,1,12
